"","stno","east","north","t","y"
"33904",4,158090.683752925,184296.751241546,114,56.5610195531117
"34204",4,158090.683752925,184296.751241546,115,134.774539370566
"34504",4,158090.683752925,184296.751241546,116,76.5106999105365
"34804",4,158090.683752925,184296.751241546,117,108.95316478124
"35104",4,158090.683752925,184296.751241546,118,164.155313012544
"35404",4,158090.683752925,184296.751241546,119,176.466150061377
"35704",4,158090.683752925,184296.751241546,120,177.409727592926
"5",5,263610.960782169,123990.905121858,1,171.58109303909
"305",5,263610.960782169,123990.905121858,2,196.769628419848
"605",5,263610.960782169,123990.905121858,3,185.543302244605
"905",5,263610.960782169,123990.905121858,4,104.040157385474
"1205",5,263610.960782169,123990.905121858,5,49.1553339782467
"1505",5,263610.960782169,123990.905121858,6,67.2438649677545
"1805",5,263610.960782169,123990.905121858,7,84.422177906707
"2105",5,263610.960782169,123990.905121858,8,80.0439942196984
"2405",5,263610.960782169,123990.905121858,9,40.1453211702153
"2705",5,263610.960782169,123990.905121858,10,6.18682002350793
"3005",5,263610.960782169,123990.905121858,11,7.18280770810786
"3305",5,263610.960782169,123990.905121858,12,72.7984038589923
"3605",5,263610.960782169,123990.905121858,13,72.2793094314535
"3905",5,263610.960782169,123990.905121858,14,75.4616481998516
"4205",5,263610.960782169,123990.905121858,15,23.1579953129567
"4505",5,263610.960782169,123990.905121858,16,39.7705936435965
"4805",5,263610.960782169,123990.905121858,17,95.3401073593721
"5105",5,263610.960782169,123990.905121858,18,152.659566997233
"5405",5,263610.960782169,123990.905121858,19,114.933383536693
"5705",5,263610.960782169,123990.905121858,20,143.045242164231
"6005",5,263610.960782169,123990.905121858,21,70.3231850829273
"6305",5,263610.960782169,123990.905121858,22,43.1677174319687
"6605",5,263610.960782169,123990.905121858,23,30.4843129686587
"6905",5,263610.960782169,123990.905121858,24,17.5194617196771
"7205",5,263610.960782169,123990.905121858,25,14.3866598571522
"7505",5,263610.960782169,123990.905121858,26,48.3952995056834
"7805",5,263610.960782169,123990.905121858,27,58.3374452317348
"8105",5,263610.960782169,123990.905121858,28,108.784881549014
"8405",5,263610.960782169,123990.905121858,29,70.6599837833394
"8705",5,263610.960782169,123990.905121858,30,116.007240147099
"9005",5,263610.960782169,123990.905121858,31,58.6718362401849
"9305",5,263610.960782169,123990.905121858,32,22.2688395712908
"9605",5,263610.960782169,123990.905121858,33,39.8230770148016
"9905",5,263610.960782169,123990.905121858,34,27.4973187493122
"10205",5,263610.960782169,123990.905121858,35,46.7586265250227
"10505",5,263610.960782169,123990.905121858,36,92.0001186840346
"10805",5,263610.960782169,123990.905121858,37,49.7379442731227
"11105",5,263610.960782169,123990.905121858,38,121.63521652705
"11405",5,263610.960782169,123990.905121858,39,69.5713207825488
"11705",5,263610.960782169,123990.905121858,40,65.2682278008965
"12005",5,263610.960782169,123990.905121858,41,60.0959795257349
"12305",5,263610.960782169,123990.905121858,42,63.9250079520436
"12605",5,263610.960782169,123990.905121858,43,49.5671614342455
"12905",5,263610.960782169,123990.905121858,44,52.0504349039491
"13205",5,263610.960782169,123990.905121858,45,61.1483908122214
"13505",5,263610.960782169,123990.905121858,46,121.177141351494
"13805",5,263610.960782169,123990.905121858,47,55.2814697744928
"14105",5,263610.960782169,123990.905121858,48,78.6493335797713
"14405",5,263610.960782169,123990.905121858,49,72.9583430419435
"14705",5,263610.960782169,123990.905121858,50,37.1609383118629
"15005",5,263610.960782169,123990.905121858,51,24.6101794520332
"15305",5,263610.960782169,123990.905121858,52,62.2352383344034
"15605",5,263610.960782169,123990.905121858,53,32.8256127611294
"15905",5,263610.960782169,123990.905121858,54,79.0931028262306
"16205",5,263610.960782169,123990.905121858,55,85.6680600076743
"16505",5,263610.960782169,123990.905121858,56,37.422954076714
"16805",5,263610.960782169,123990.905121858,57,87.0340181645204
"17105",5,263610.960782169,123990.905121858,58,77.836609516713
"17405",5,263610.960782169,123990.905121858,59,75.8354333674111
"17705",5,263610.960782169,123990.905121858,60,39.0504218465261
"18005",5,263610.960782169,123990.905121858,61,56.8691248045294
"18305",5,263610.960782169,123990.905121858,62,36.921342615541
"18605",5,263610.960782169,123990.905121858,63,48.8299589735961
"18905",5,263610.960782169,123990.905121858,64,44.1777894930711
"19205",5,263610.960782169,123990.905121858,65,76.0101130978128
"19505",5,263610.960782169,123990.905121858,66,63.068041880924
"19805",5,263610.960782169,123990.905121858,67,53.2810387276622
"20105",5,263610.960782169,123990.905121858,68,93.4302369415146
"20405",5,263610.960782169,123990.905121858,69,65.7480877131735
"20705",5,263610.960782169,123990.905121858,70,66.087372188605
"21005",5,263610.960782169,123990.905121858,71,102.079784861506
"21305",5,263610.960782169,123990.905121858,72,103.398653406288
"21605",5,263610.960782169,123990.905121858,73,102.312623281012
"21905",5,263610.960782169,123990.905121858,74,104.637938424768
"22205",5,263610.960782169,123990.905121858,75,54.1394841026593
"22505",5,263610.960782169,123990.905121858,76,10.6813306249726
"22805",5,263610.960782169,123990.905121858,77,17.0272126431202
"23105",5,263610.960782169,123990.905121858,78,72.0470221483724
"23405",5,263610.960782169,123990.905121858,79,117.274779766651
"23705",5,263610.960782169,123990.905121858,80,131.209621470128
"24005",5,263610.960782169,123990.905121858,81,93.6149757900912
"24305",5,263610.960782169,123990.905121858,82,122.485462752011
"24605",5,263610.960782169,123990.905121858,83,80.0445693623461
"24905",5,263610.960782169,123990.905121858,84,107.371661994522
"25205",5,263610.960782169,123990.905121858,85,140.005892673946
"25505",5,263610.960782169,123990.905121858,86,158.635916122277
"25805",5,263610.960782169,123990.905121858,87,91.7169881438011
"26105",5,263610.960782169,123990.905121858,88,91.3931047110469
"26405",5,263610.960782169,123990.905121858,89,55.1232541041527
"26705",5,263610.960782169,123990.905121858,90,32.9674622288526
"27005",5,263610.960782169,123990.905121858,91,9.62083816572333
"27305",5,263610.960782169,123990.905121858,92,64.327149413764
"27605",5,263610.960782169,123990.905121858,93,78.2911251214038
"27905",5,263610.960782169,123990.905121858,94,101.69374811187
"28205",5,263610.960782169,123990.905121858,95,166.77341036892
"28505",5,263610.960782169,123990.905121858,96,114.095253800393
"28805",5,263610.960782169,123990.905121858,97,203.599625455417
"29105",5,263610.960782169,123990.905121858,98,226.575630194784
"29405",5,263610.960782169,123990.905121858,99,216.189531636098
"29705",5,263610.960782169,123990.905121858,100,166.630473602229
"30005",5,263610.960782169,123990.905121858,101,179.518816080799
"30305",5,263610.960782169,123990.905121858,102,104.940875469987
"30605",5,263610.960782169,123990.905121858,103,109.924841470771
"30905",5,263610.960782169,123990.905121858,104,125.240339942083
"31205",5,263610.960782169,123990.905121858,105,53.4012299080343
"31505",5,263610.960782169,123990.905121858,106,82.4555321947345
"31805",5,263610.960782169,123990.905121858,107,26.7112385932873
"32105",5,263610.960782169,123990.905121858,108,28.271283696946
"32405",5,263610.960782169,123990.905121858,109,19.8697845788513
"32705",5,263610.960782169,123990.905121858,110,13.7448801992305
"33005",5,263610.960782169,123990.905121858,111,11.9065045303096
"33305",5,263610.960782169,123990.905121858,112,48.5236673111246
"33605",5,263610.960782169,123990.905121858,113,26.3640466703422
"33905",5,263610.960782169,123990.905121858,114,20.8904700855487
"34205",5,263610.960782169,123990.905121858,115,61.3616037043987
"34505",5,263610.960782169,123990.905121858,116,72.0294457611214
"34805",5,263610.960782169,123990.905121858,117,107.012364870045
"35105",5,263610.960782169,123990.905121858,118,200.617865279389
"35405",5,263610.960782169,123990.905121858,119,160.647019138238
"35705",5,263610.960782169,123990.905121858,120,164.494618844872
"6",6,249927.879089445,338327.115190762,1,175.834840432254
"306",6,249927.879089445,338327.115190762,2,202.943383226108
"606",6,249927.879089445,338327.115190762,3,161.67349228693
"906",6,249927.879089445,338327.115190762,4,104.353714193071
"1206",6,249927.879089445,338327.115190762,5,74.4232019910306
"1506",6,249927.879089445,338327.115190762,6,70.1436499123394
"1806",6,249927.879089445,338327.115190762,7,82.4016308191247
"2106",6,249927.879089445,338327.115190762,8,100.709793212049
"2406",6,249927.879089445,338327.115190762,9,42.6401461905997
"2706",6,249927.879089445,338327.115190762,10,30.097042325687
"3006",6,249927.879089445,338327.115190762,11,25.8615482355813
"3306",6,249927.879089445,338327.115190762,12,106.519609707877
"3606",6,249927.879089445,338327.115190762,13,76.0975777813222
"3906",6,249927.879089445,338327.115190762,14,138.497733082529
"4206",6,249927.879089445,338327.115190762,15,46.57952829121
"4506",6,249927.879089445,338327.115190762,16,45.3537600984758
"4806",6,249927.879089445,338327.115190762,17,96.0275763879513
"5106",6,249927.879089445,338327.115190762,18,155.205725574312
"5406",6,249927.879089445,338327.115190762,19,172.939758357223
"5706",6,249927.879089445,338327.115190762,20,155.993803742523
"6006",6,249927.879089445,338327.115190762,21,115.158541123352
"6306",6,249927.879089445,338327.115190762,22,74.3622224004204
"6606",6,249927.879089445,338327.115190762,23,56.3727741769955
"6906",6,249927.879089445,338327.115190762,24,37.0573856328636
"7206",6,249927.879089445,338327.115190762,25,9.04144185296338
"7506",6,249927.879089445,338327.115190762,26,40.297966535254
"7806",6,249927.879089445,338327.115190762,27,30.0790420538055
"8106",6,249927.879089445,338327.115190762,28,81.2511384957779
"8406",6,249927.879089445,338327.115190762,29,45.9002921162276
"8706",6,249927.879089445,338327.115190762,30,91.0399650025948
"9006",6,249927.879089445,338327.115190762,31,63.8906974515507
"9306",6,249927.879089445,338327.115190762,32,33.5206349331797
"9606",6,249927.879089445,338327.115190762,33,78.4106647383655
"9906",6,249927.879089445,338327.115190762,34,46.7582865074861
"10206",6,249927.879089445,338327.115190762,35,86.1734032373223
"10506",6,249927.879089445,338327.115190762,36,81.7726987287784
"10806",6,249927.879089445,338327.115190762,37,61.1397466574396
"11106",6,249927.879089445,338327.115190762,38,114.990898304829
"11406",6,249927.879089445,338327.115190762,39,56.7467160532106
"11706",6,249927.879089445,338327.115190762,40,40.4301533688597
"12006",6,249927.879089445,338327.115190762,41,58.082981493821
"12306",6,249927.879089445,338327.115190762,42,42.7008745325465
"12606",6,249927.879089445,338327.115190762,43,35.1019629970003
"12906",6,249927.879089445,338327.115190762,44,42.3812629405473
"13206",6,249927.879089445,338327.115190762,45,64.354404701913
"13506",6,249927.879089445,338327.115190762,46,141.519716721906
"13806",6,249927.879089445,338327.115190762,47,78.1157446427826
"14106",6,249927.879089445,338327.115190762,48,90.6999417408668
"14406",6,249927.879089445,338327.115190762,49,102.695627419055
"14706",6,249927.879089445,338327.115190762,50,48.5825878925631
"15006",6,249927.879089445,338327.115190762,51,25.9528577918681
"15306",6,249927.879089445,338327.115190762,52,68.5851101511947
"15606",6,249927.879089445,338327.115190762,53,49.9411444198293
"15906",6,249927.879089445,338327.115190762,54,99.7177072339133
"16206",6,249927.879089445,338327.115190762,55,71.1954463053769
"16506",6,249927.879089445,338327.115190762,56,33.9490776458335
"16806",6,249927.879089445,338327.115190762,57,63.9160649953284
"17106",6,249927.879089445,338327.115190762,58,62.5631245013905
"17406",6,249927.879089445,338327.115190762,59,40.9231831858692
"17706",6,249927.879089445,338327.115190762,60,30.3572434788978
"18006",6,249927.879089445,338327.115190762,61,21.7455029421369
"18306",6,249927.879089445,338327.115190762,62,18.1188423540225
"18606",6,249927.879089445,338327.115190762,63,24.6131008554088
"18906",6,249927.879089445,338327.115190762,64,29.0704350382814
"19206",6,249927.879089445,338327.115190762,65,77.9174288996488
"19506",6,249927.879089445,338327.115190762,66,51.509811189586
"19806",6,249927.879089445,338327.115190762,67,53.6671724152238
"20106",6,249927.879089445,338327.115190762,68,112.681354852082
"20406",6,249927.879089445,338327.115190762,69,115.876504338361
"20706",6,249927.879089445,338327.115190762,70,114.56598538584
"21006",6,249927.879089445,338327.115190762,71,121.126148478763
"21306",6,249927.879089445,338327.115190762,72,79.4597822096301
"21606",6,249927.879089445,338327.115190762,73,63.9732705530364
"21906",6,249927.879089445,338327.115190762,74,61.9352279744684
"22206",6,249927.879089445,338327.115190762,75,42.0357325743353
"22506",6,249927.879089445,338327.115190762,76,23.2902734829027
"22806",6,249927.879089445,338327.115190762,77,37.3087788413717
"23106",6,249927.879089445,338327.115190762,78,125.789548848174
"23406",6,249927.879089445,338327.115190762,79,178.425902622778
"23706",6,249927.879089445,338327.115190762,80,128.196146895169
"24006",6,249927.879089445,338327.115190762,81,90.12045579758
"24306",6,249927.879089445,338327.115190762,82,122.983584194749
"24606",6,249927.879089445,338327.115190762,83,76.1142067722783
"24906",6,249927.879089445,338327.115190762,84,74.0312269753402
"25206",6,249927.879089445,338327.115190762,85,160.552228056539
"25506",6,249927.879089445,338327.115190762,86,175.925183828701
"25806",6,249927.879089445,338327.115190762,87,139.982999216404
"26106",6,249927.879089445,338327.115190762,88,152.971448953749
"26406",6,249927.879089445,338327.115190762,89,89.4089077328717
"26706",6,249927.879089445,338327.115190762,90,118.209032724448
"27006",6,249927.879089445,338327.115190762,91,74.0100212324531
"27306",6,249927.879089445,338327.115190762,92,122.568043673321
"27606",6,249927.879089445,338327.115190762,93,140.275509518268
"27906",6,249927.879089445,338327.115190762,94,188.045741345424
"28206",6,249927.879089445,338327.115190762,95,240.616672299403
"28506",6,249927.879089445,338327.115190762,96,165.599150759103
"28806",6,249927.879089445,338327.115190762,97,198.644040715066
"29106",6,249927.879089445,338327.115190762,98,196.565063209615
"29406",6,249927.879089445,338327.115190762,99,143.505584227684
"29706",6,249927.879089445,338327.115190762,100,107.00936800679
"30006",6,249927.879089445,338327.115190762,101,66.8628103101694
"30306",6,249927.879089445,338327.115190762,102,85.2496625444099
"30606",6,249927.879089445,338327.115190762,103,117.595694970212
"30906",6,249927.879089445,338327.115190762,104,134.989984683147
"31206",6,249927.879089445,338327.115190762,105,111.562928963387
"31506",6,249927.879089445,338327.115190762,106,103.49101375551
"31806",6,249927.879089445,338327.115190762,107,52.1496593305098
